,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,label
5314, S-MAX,2016,14120,Manual,42750,Diesel,125,56.5,2.0,0.25675061369215385
5315, EcoSport,2015,7030,Manual,57455,Petrol,125,53.3,1.0,0.12782980270933722
5316, Fiesta,2018,10491,Manual,24177,Petrol,145,65.7,1.0,0.19076279661787435
5317, Focus,2019,15000,Manual,6602,Petrol,145,60.1,1.0,0.27275206836985183
5318, Kuga,2019,20491,Manual,15088,Diesel,145,39.2,2.0,0.3725975088644422
5319, Fiesta,2019,17040,Manual,4216,Petrol,145,40.3,1.5,0.30984634966815167
5320, Fiesta,2019,17440,Automatic,4980,Petrol,145,48.7,1.0,0.31711973815801436
5321, Focus,2019,24290,Manual,9248,Petrol,145,34.5,2.3,0.4416765160469134
5322, S-MAX,2016,17590,Manual,27229,Diesel,125,56.5,2.0,0.3198472588417129
5323, Focus,2017,10980,Manual,23928,Petrol,20,60.1,1.0,0.1996545140467315
5324, Fiesta,2018,10780,Manual,30294,Petrol,145,56.5,1.0,0.19601781980180016
5325, Mondeo,2016,10650,Manual,31542,Diesel,125,68.9,2.0,0.19365396854259478
5326, S-MAX,2019,20941,Manual,6538,Diesel,145,56.5,2.0,0.3807800709155378
5327, Focus,2018,13580,Manual,7983,Petrol,145,58.9,1.0,0.24693153923083916
5328, Focus,2018,18497,Manual,13169,Petrol,145,41.5,2.0,0.3363396672424766
5329, Fiesta,2017,11740,Manual,7700,Petrol,0,65.7,1.0,0.21347395217747067
5330, Focus,2016,8600,Manual,46923,Diesel,0,74.3,1.5,0.15637785253204836
5331, Fiesta,2017,9891,Manual,9811,Diesel,0,78.5,1.5,0.17985271388308027
5332, Mondeo,2016,10350,Manual,18242,Diesel,0,78.5,1.5,0.18819892717519773
5333, Grand C-MAX,2016,10240,Manual,16746,Petrol,30,54.3,1.0,0.1861987453404855
5334, Fiesta,2015,7791,Manual,42627,Petrol,20,62.8,1.0,0.14166742431130103
5335, EcoSport,2017,8970,Manual,29543,Petrol,125,52.3,1.0,0.16310573688517138
5336, Focus,2017,11620,Manual,26508,Diesel,145,74.3,1.5,0.21129193563051185
5337, Fiesta,2018,13567,Manual,7244,Petrol,145,58.9,1.0,0.24669515410491863
5338, EcoSport,2015,7467,Manual,29651,Petrol,125,52.3,1.0,0.13577597963451224
5339, Galaxy,2016,17920,Semi-Auto,27902,Diesel,145,52.3,2.0,0.32584780434584965
5340, Mondeo,2016,9930,Manual,40214,Diesel,0,78.5,1.5,0.1805618692608419
5341, Focus,2020,20390,Automatic,5750,Diesel,145,74.3,1.5,0.3707609782707519
5342, Mustang,2019,37991,Automatic,1055,Petrol,145,22.1,5.0,0.690808255295936
5343, Fiesta,2017,11410,Semi-Auto,21996,Petrol,0,57.7,1.0,0.20747340667333394
5344, Galaxy,2017,17750,Manual,38609,Diesel,125,56.5,2.0,0.32275661423765795
5345, Kuga,2017,12220,Manual,52632,Diesel,145,60.1,2.0,0.22220201836530593
5346, Grand C-MAX,2016,10730,Manual,37021,Petrol,30,54.3,1.0,0.1951086462405673
5347, EcoSport,2018,14540,Manual,13067,Diesel,145,68.9,1.5,0.26438767160650967
5348, EcoSport,2017,10290,Manual,21189,Petrol,145,53.3,1.0,0.18710791890171835
5349, Focus,2014,10302,Manual,75359,Petrol,235,39.2,2.0,0.18732612055641423
5350, Focus,2016,9910,Manual,56798,Diesel,0,74.3,1.5,0.18019819983634877
5351, Mustang,2018,30927,Automatic,9268,Petrol,145,23.5,5.0,0.5623602145649604
5352, Fiesta,2018,10870,Manual,24841,Petrol,145,65.7,1.0,0.19765433221201928
5353, Fiesta,2018,9640,Manual,19038,Petrol,145,65.7,1.0,0.17528866260569143
5354, Kuga,2017,14190,Manual,28478,Diesel,145,60.1,2.0,0.2580234566778798
5355, Fiesta,2017,8790,Manual,14398,Petrol,145,65.7,1.0,0.15983271206473315
5356, Fiesta,2017,9560,Manual,5874,Petrol,145,65.7,1.0,0.1738339849077189
5357, Focus,2019,15530,Manual,3061,Petrol,145,60.1,1.0,0.2823893081189199
5358, Focus,2016,8780,Manual,37460,Diesel,0,74.3,1.5,0.1596508773524866
5359, Fiesta,2018,11370,Manual,14709,Petrol,145,56.5,1.0,0.20674606782434768
5360, Ka+,2017,7420,Manual,23882,Petrol,145,57.7,1.2,0.13492135648695336
5361, Focus,2018,18600,Manual,14005,Petrol,145,41.5,2.0,0.3382125647786162
5362, Focus,2017,18367,Manual,14535,Petrol,145,41.5,2.0,0.3339758159832712
5363, Focus,2017,17267,Manual,16282,Petrol,145,41.5,2.0,0.31397399763614875
5364, Fiesta,2017,8991,Manual,12151,Petrol,145,65.7,1.0,0.16348758978088918
5365, EcoSport,2017,9291,Manual,35753,Diesel,30,64.2,1.5,0.1689426311482862
5366, Fiesta,2018,9991,Manual,17998,Petrol,145,65.7,1.0,0.18167106100554595
5367, Focus,2016,10700,Automatic,25259,Petrol,125,51.4,1.0,0.1945631421038276
5368, Focus,2016,9000,Manual,34475,Diesel,0,74.3,1.5,0.1636512410219111
5369, Fiesta,2017,11020,Manual,5670,Petrol,20,62.8,1.0,0.2003818528957178
5370, Kuga,2017,14450,Manual,12109,Petrol,165,45.6,1.5,0.26275115919629055
5371, EcoSport,2016,10590,Semi-Auto,9975,Petrol,165,44.8,1.5,0.19256296026911537
5372, Focus,2017,15670,Manual,29824,Petrol,145,41.5,2.0,0.2849349940903719
5373, Galaxy,2016,19500,Manual,10265,Diesel,125,56.5,2.0,0.3545776888808074
5374, Focus,2014,8110,Semi-Auto,18234,Petrol,160,44.1,1.6,0.14746795163196655
5375, Fiesta,2014,7710,Manual,37586,Petrol,0,65.7,1.0,0.14019456314210382
5376, Grand C-MAX,2016,8480,Automatic,44956,Diesel,30,58.9,1.5,0.15419583598508954
5377, Focus,2014,7211,Manual,67951,Diesel,125,56.5,2.0,0.1311210110010001
5378, Ka+,2017,6720,Manual,15985,Petrol,145,57.7,1.2,0.12219292662969361
5379, Fiesta,2017,7460,Manual,40126,Petrol,145,65.7,1.0,0.13564869533593962
5380, Focus,2018,18367,Manual,21675,Petrol,145,41.5,2.0,0.3339758159832712
5381, Kuga,2019,21700,Manual,18612,Diesel,145,47.9,2.0,0.39458132557505227
5382, Focus,2019,15170,Manual,11085,Diesel,145,80.7,1.5,0.2758432584780435
5383, Focus,2019,14390,Manual,11543,Petrol,145,60.1,1.0,0.26166015092281114
5384, Focus,2019,17420,Manual,5920,Petrol,145,60.1,1.0,0.31675606873352125
5385, Focus,2019,17520,Manual,5127,Petrol,145,60.1,1.0,0.3185744158559869
5386, Focus,2019,17520,Manual,8459,Petrol,145,60.1,1.0,0.3185744158559869
5387, Focus,2019,17520,Manual,4487,Petrol,145,60.1,1.0,0.3185744158559869
5388, Focus,2019,16530,Manual,5000,Petrol,145,60.1,1.0,0.3005727793435767
5389, EcoSport,2015,7950,Manual,33555,Petrol,125,52.3,1.0,0.14455859623602146
5390, Focus,2018,11950,Manual,15654,Diesel,145,74.3,1.5,0.2172924811346486
5391, Fiesta,2018,10200,Manual,16529,Petrol,145,58.9,1.0,0.18547140649149924
5392, Fiesta,2017,8500,Manual,15693,Petrol,145,65.7,1.0,0.1545595054095827
5393, Fiesta,2017,8400,Manual,7024,Petrol,125,54.3,1.2,0.152741158287117
5394, Kuga,2019,15995,Manual,16697,Diesel,145,54.3,1.5,0.2908446222383853
5395, Focus,2017,10995,Manual,21020,Diesel,0,74.3,1.5,0.19992726611510137
5396, B-MAX,2013,6995,Semi-Auto,55404,Petrol,160,44.1,1.6,0.12719338121647422
5397, EcoSport,2015,9295,Manual,11439,Petrol,125,53.3,1.0,0.16901536503318484
5398, Focus,2017,12995,Manual,13013,Petrol,145,57.7,1.0,0.23629420856441494
5399, EcoSport,2017,9295,Manual,22414,Petrol,160,44.8,1.5,0.16901536503318484
5400, Fiesta,2017,8995,Manual,34652,Petrol,145,65.7,1.0,0.1635603236657878
5401, Fiesta,2014,5995,Manual,59361,Petrol,0,65.7,1.0,0.10900990999181744
5402, Fiesta,2018,10995,Manual,21475,Petrol,145,56.5,1.0,0.19992726611510137
5403, Kuga,2019,19795,Manual,10188,Diesel,145,47.9,2.0,0.3599418128920811
5404, Fiesta,2017,10291,Manual,27107,Petrol,145,65.7,1.0,0.187126102372943
5405, Fiesta,2017,7790,Manual,6424,Petrol,125,54.3,1.2,0.14164924084007638
5406, S-MAX,2016,14620,Manual,22231,Diesel,125,56.5,2.0,0.26584234930448225
5407, Fiesta,2018,14990,Manual,6488,Petrol,145,65.7,1.0,0.27257023365760524
5408, Kuga,2019,18890,Manual,740,Diesel,145,54.3,1.5,0.3434857714337667
5409, Kuga,2019,18995,Manual,11399,Petrol,150,39.2,1.5,0.34539503591235565
5410, Focus,2014,5995,Manual,65000,Petrol,20,58.9,1.0,0.10900990999181744
5411, Fiesta,2013,6995,Semi-Auto,21000,Petrol,145,47.9,1.6,0.12719338121647422
5412, Focus,2018,13250,Manual,7000,Petrol,145,57.7,1.0,0.24093099372670243
5413, Fiesta,2017,8740,Manual,26928,Petrol,0,65.7,1.0,0.15892353850350033
5414, Focus,2018,12591,Manual,32860,Diesel,145,74.3,1.5,0.2289480861896536
5415, Fiesta,2018,14350,Manual,9269,Diesel,145,88.3,1.5,0.2609328120738249
5416, Focus,2017,12380,Automatic,24111,Petrol,145,46.3,1.5,0.225111373761251
5417, Fiesta,2018,13791,Manual,11106,Petrol,150,58.9,1.0,0.25076825165924177
5418, Fiesta,2015,7691,Manual,31048,Diesel,0,76.4,1.5,0.13984907718883535
5419, Mondeo,2015,6491,Manual,68535,Diesel,0,78.5,1.6,0.1180289117192472
5420, Kuga,2019,16971,Manual,3653,Petrol,150,34.4,1.5,0.30859169015365034
5421, Focus,2019,13560,Manual,9871,Petrol,150,60.1,1.0,0.24656786980634604
5422, Fiesta,2017,8191,Manual,12280,Petrol,150,54.3,1.2,0.14894081280116375
5423, Fiesta,2018,12840,Semi-Auto,9283,Petrol,145,48.7,1.0,0.23347577052459315
5424, Kuga,2016,14232,Manual,17118,Petrol,160,45.6,1.5,0.2587871624693154
5425, Kuga,2017,12271,Manual,42459,Diesel,150,54.3,2.0,0.22312937539776342
5426, Kuga,2017,14995,Manual,17453,Diesel,150,64.2,1.5,0.2726611510137285
5427, Fiesta,2018,8991,Manual,13363,Petrol,145,55.4,1.1,0.16348758978088918
5428, Focus,2017,8891,Manual,38389,Petrol,145,61.4,1.0,0.1616692426584235
5429, Grand C-MAX,2016,9200,Manual,50592,Diesel,30,64.2,1.5,0.16728793526684244
5430, Fiesta,2016,10491,Manual,23763,Petrol,150,47.9,1.6,0.19076279661787435
5431, Fiesta,2016,8491,Manual,40513,Petrol,20,62.8,1.0,0.15439585416856078
5432, Focus,2016,10491,Manual,30970,Diesel,0,74.3,1.5,0.19076279661787435
5433, C-MAX,2016,9491,Manual,38839,Diesel,20,68.9,1.5,0.17257932539321758
5434, EcoSport,2017,10391,Manual,11955,Petrol,150,52.3,1.0,0.18894444949540867
5435, Fiesta,2017,8291,Manual,37679,Petrol,150,64.2,1.1,0.15075915992362943
5436, Focus,2017,10991,Manual,29865,Diesel,0,74.3,1.5,0.19985453223020275
5437, Kuga,2015,9991,Manual,35000,Diesel,125,60.1,2.0,0.18167106100554595
5438, Focus,2019,19500,Automatic,5091,Diesel,145,54.3,1.5,0.3545776888808074
5439, Focus,2019,25520,Manual,6499,Petrol,145,34.5,2.3,0.4640421856532412
5440, Focus,2019,16890,Manual,9938,Diesel,145,61.4,1.5,0.30711882898445314
5441, Fiesta,2017,9370,Manual,13850,Diesel,0,88.3,1.5,0.1703791253750341
5442, Focus,2017,9740,Manual,40828,Diesel,145,74.3,1.5,0.1771070097281571
5443, Kuga,2014,8991,Automatic,56101,Petrol,260,36.7,1.6,0.16348758978088918
5444, Focus,2017,17750,Manual,7199,Petrol,145,41.5,2.0,0.32275661423765795
5445, EcoSport,2017,9960,Manual,18744,Petrol,125,53.3,1.0,0.1811073733975816
5446, Focus,2019,18020,Automatic,4084,Diesel,145,53.3,1.5,0.3276661514683153
5447, C-MAX,2016,11497,Automatic,7564,Diesel,20,64.2,1.5,0.2090553686698791
5448, Focus,2017,17997,Manual,10200,Diesel,145,67.3,2.0,0.3272479316301482
5449, Ka+,2017,7190,Manual,23319,Petrol,145,57.7,1.2,0.1307391581052823
5450, Focus,2018,11969,Manual,24634,Diesel,145,74.3,1.5,0.21763796708791708
5451, Fiesta,2016,8791,Manual,22542,Petrol,0,65.7,1.0,0.15985089553595783
5452, EcoSport,2017,9991,Manual,20286,Petrol,125,53.3,1.0,0.18167106100554595
5453, Fiesta,2017,6717,Manual,24641,Petrol,125,54.3,1.2,0.12213837621601964
5454, EcoSport,2018,9640,Manual,22518,Diesel,145,64.2,1.5,0.17528866260569143
5455, S-MAX,2018,18030,Manual,16583,Diesel,145,56.5,2.0,0.3278479861805619
5456, EcoSport,2018,11430,Manual,18086,Petrol,145,54.3,1.0,0.20783707609782706
5457, B-MAX,2014,6360,Manual,40442,Petrol,30,55.4,1.0,0.11564687698881716
5458, Focus,2018,18797,Manual,11597,Diesel,145,67.3,2.0,0.3417947086098736
5459, Fiesta,2014,6527,Manual,28572,Petrol,30,54.3,1.2,0.11868351668333485
5460, C-MAX,2013,5991,Manual,38792,Petrol,160,42.8,1.6,0.10893717610691882
5461, Fiesta,2016,9397,Manual,3596,Petrol,0,65.7,1.0,0.17087007909809981
5462, Fiesta,2016,9110,Manual,31120,Petrol,0,65.7,1.0,0.16565142285662332
5463, Focus,2019,18520,Manual,9435,Petrol,145,50.4,1.5,0.3367578870806437
5464, Focus,2019,19950,Manual,1103,Petrol,145,50.4,1.5,0.3627602509319029
5465, Kuga,2017,10465,Manual,67339,Diesel,30,64.2,1.5,0.1902900263660333
5466, Fiesta,2019,16300,Manual,1854,Petrol,145,60.1,1.0,0.2963905809619056
5467, Focus,2019,16410,Manual,13245,Diesel,145,74.3,1.5,0.29839076279661786
5468, Fiesta,2013,6140,Manual,35110,Petrol,30,54.3,1.2,0.11164651331939267
5469, Fiesta,2015,10995,Manual,11914,Petrol,20,62.8,1.0,0.19992726611510137
5470, Fiesta,2015,7995,Manual,26638,Petrol,0,65.7,1.0,0.14537685244113102
5471, Focus,2018,20995,Manual,965,Petrol,145,60.1,1.0,0.38176197836166925
5472, B-MAX,2015,8995,Manual,28115,Petrol,30,55.4,1.0,0.1635603236657878
5473, Fiesta,2018,12495,Manual,12644,Petrol,145,65.7,1.0,0.22720247295208656
5474, Fiesta,2017,11495,Manual,6195,Petrol,145,65.7,1.0,0.20901900172742977
5475, Edge,2016,21995,Semi-Auto,18702,Diesel,160,48.7,2.0,0.39994544958632605
5476, EcoSport,2018,17995,Semi-Auto,6836,Petrol,145,48.7,1.0,0.3272115646876989
5477, Fiesta,2018,10490,Manual,11814,Petrol,145,65.7,1.0,0.1907446131466497
5478, Mondeo,2018,15290,Manual,10147,Petrol,145,48.7,1.5,0.2780252750250023
5479, Focus,2013,5391,Manual,65824,Petrol,150,47.9,1.6,0.09802709337212474
5480, Fiesta,2015,6791,Manual,39705,Petrol,125,54.3,1.2,0.12348395308664424
5481, Fiesta,2013,6380,Manual,19707,Petrol,0,65.7,1.0,0.1160105464133103
5482, Focus,2015,8540,Manual,50004,Diesel,0,74.3,1.5,0.15528684425856895
5483, Mondeo,2017,12530,Manual,37153,Diesel,30,64.2,2.0,0.22783889444494954
5484, Focus,2017,16757,Automatic,24187,Diesel,30,61.4,2.0,0.30470042731157376
5485, Grand C-MAX,2016,9660,Manual,30691,Petrol,30,54.3,1.0,0.17565233203018457
5486, Fiesta,2014,6610,Manual,33338,Petrol,30,54.3,1.2,0.12019274479498136
5487, Focus,2015,7500,Manual,73831,Diesel,0,74.3,1.5,0.13637603418492592
5488, Ka+,2018,8470,Manual,9688,Petrol,145,54.3,1.2,0.15401400127284298
5489, Focus,2017,10680,Manual,13219,Petrol,145,61.4,1.0,0.1941994726793345
5490, Kuga,2019,21290,Manual,4502,Diesel,145,39.2,2.0,0.387126102372943
5491, Focus,2019,19210,Manual,9024,Petrol,145,58.9,1.0,0.34930448222565685
5492, Fiesta,2018,10991,Manual,15539,Petrol,145,65.7,1.0,0.19985453223020275
5493, EcoSport,2017,9020,Manual,17961,Petrol,125,52.3,1.0,0.1640149104464042
5494, Focus,2018,11000,Manual,10822,Petrol,145,60.1,1.0,0.20001818347122466
5495, Ka+,2018,9791,Manual,4799,Petrol,145,43.5,1.2,0.1780343667606146
5496, Fiesta,2019,15200,Manual,6868,Petrol,145,58.9,1.0,0.2763887626147832
5497, EcoSport,2020,16690,Manual,151,Petrol,145,53.3,1.0,0.3034821347395218
5498, Fiesta,2018,10391,Manual,12930,Petrol,145,65.7,1.0,0.18894444949540867
5499, EcoSport,2018,13890,Manual,17679,Petrol,145,54.3,1.0,0.2525684153104828
5500, Fiesta,2018,14791,Manual,11580,Petrol,145,55.4,1.0,0.2689517228838985
5501, Fiesta,2018,12950,Manual,10061,Petrol,145,60.1,1.0,0.23547595235930538
5502, Fiesta,2019,13890,Manual,13098,Petrol,145,56.5,1.0,0.2525684153104828
5503, KA,2014,4591,Manual,33897,Petrol,30,57.7,1.2,0.0834803163923993
5504, Fiesta,2017,10291,Manual,21127,Petrol,0,65.7,1.0,0.187126102372943
5505, Fiesta,2018,9491,Manual,35468,Petrol,145,65.7,1.0,0.17257932539321758
5506, Focus,2016,10291,Manual,25957,Diesel,0,74.3,1.5,0.187126102372943
5507, Fiesta,2014,7060,Manual,27015,Petrol,30,54.3,1.2,0.12837530684607693
5508, Kuga,2015,12470,Manual,62284,Diesel,145,54.3,2.0,0.22674788617147013
5509, Fiesta,2018,12810,Manual,33144,Petrol,145,62.8,1.0,0.23293026638785344
5510, C-MAX,2017,11491,Manual,20676,Diesel,20,68.9,1.5,0.20894626784253115
5511, Fiesta,2017,8750,Manual,17899,Petrol,0,65.7,1.0,0.1591053732157469
5512, Focus,2013,9891,Manual,64470,Petrol,235,39.2,2.0,0.17985271388308027
5513, Focus,2018,19491,Manual,10001,Petrol,145,41.5,2.0,0.35441403763978546
5514, Fiesta,2017,9540,Manual,11706,Petrol,145,64.2,1.1,0.17347031548322575
5515, Fiesta,2018,9520,Manual,8966,Petrol,145,64.2,1.1,0.1731066460587326
5516, Focus,2018,13980,Manual,7527,Petrol,145,58.9,1.0,0.25420492772070186
5517, EcoSport,2019,17250,Manual,5465,Petrol,145,51.4,1.0,0.3136648786253296
5518, Fiesta,2019,13140,Manual,2527,Petrol,145,48.7,1.1,0.23893081189199017
5519, Fiesta,2019,13140,Manual,2870,Petrol,145,48.7,1.1,0.23893081189199017
5520, Fiesta,2019,12990,Manual,2555,Petrol,145,48.7,1.1,0.23620329120829167
5521, Fiesta,2019,12990,Manual,2910,Petrol,145,48.7,1.1,0.23620329120829167
5522, Fiesta,2019,16490,Automatic,3579,Petrol,145,48.7,1.0,0.29984544049459044
5523, Mustang,2020,37990,Semi-Auto,151,Petrol,145,22.1,5.0,0.6907900718247113
5524, Fiesta,2015,7570,Semi-Auto,40478,Petrol,145,47.9,1.6,0.13764887717065188
5525, Mondeo,2016,9990,Manual,60639,Diesel,30,64.2,2.0,0.1816528775343213
5526, Kuga,2016,11290,Manual,25816,Diesel,125,60.1,2.0,0.20529139012637512
5527, Ka+,2018,7800,Manual,8914,Petrol,145,57.7,1.2,0.14183107555232294
5528, Fiesta,2018,12170,Manual,6489,Petrol,145,62.8,1.0,0.2212928448040731
5529, Fiesta,2018,11830,Manual,13028,Petrol,145,58.9,1.0,0.2151104645876898
5530, Kuga,2019,17740,Manual,12120,Diesel,145,45.6,1.5,0.3225747795254114
5531, Focus,2015,9880,Semi-Auto,13370,Petrol,160,44.8,1.6,0.17965269569960907
5532, B-MAX,2015,6160,Manual,49514,Diesel,20,70.6,1.6,0.11201018274388581
5533, EcoSport,2015,7771,Manual,45750,Petrol,125,53.3,1.0,0.14130375488680788
5534, Fiesta,2016,9947,Manual,24040,Diesel,0,78.5,1.5,0.18087098827166107
5535, Galaxy,2016,17960,Manual,28402,Diesel,125,56.5,2.0,0.3265751431948359
5536, Fiesta,2018,9430,Manual,18253,Petrol,145,65.7,1.0,0.1714701336485135
5537, Fiesta,2018,10491,Manual,6522,Petrol,145,65.7,1.0,0.19076279661787435
5538, Fiesta,2018,11771,Manual,8110,Petrol,145,65.7,1.0,0.21403763978543505
5539, Kuga,2018,16990,Manual,24959,Petrol,145,45.6,1.5,0.3089371761069188
5540, Ka+,2018,8271,Manual,12997,Petrol,145,57.7,1.2,0.15039549049913628
5541, Fiesta,2016,7991,Manual,10094,Petrol,125,54.3,1.2,0.14530411855623238
5542, Edge,2018,21810,Automatic,24230,Diesel,145,47.9,2.0,0.3965815074097645
5543, Focus,2017,17197,Manual,22093,Diesel,145,67.3,2.0,0.31270115465042275
5544, Ka+,2017,7991,Manual,14638,Petrol,145,57.7,1.2,0.14530411855623238
5545, Focus,2018,14791,Manual,10103,Petrol,145,58.9,1.0,0.2689517228838985
5546, Fiesta,2018,9271,Manual,25884,Petrol,145,60.1,1.0,0.16857896172379308
5547, Fiesta,2018,11450,Manual,6073,Petrol,145,56.5,1.0,0.2082007455223202
5548, Fiesta,2018,15800,Semi-Auto,20691,Petrol,145,48.7,1.0,0.2872988453495772
5549, Focus,2019,17520,Manual,5236,Petrol,145,60.1,1.0,0.3185744158559869
5550, B-MAX,2014,6120,Manual,42621,Petrol,145,47.1,1.4,0.11128284389489954
5551, EcoSport,2015,7991,Manual,26000,Diesel,30,61.4,1.5,0.14530411855623238
5552, Fiesta,2017,9171,Manual,45000,Petrol,20,62.8,1.0,0.1667606146013274
5553, Focus,2017,10620,Manual,29475,Diesel,0,74.3,1.5,0.19310846440585508
5554, Fiesta,2017,10260,Manual,9996,Petrol,145,65.7,1.0,0.18656241476497865
5555, Focus,2018,12491,Manual,9712,Petrol,145,60.1,1.0,0.22712973906718792
5556, Focus,2018,13271,Manual,5467,Petrol,145,60.1,1.0,0.24131284662242022
5557, Focus,2015,7660,Manual,54224,Petrol,20,60.1,1.0,0.139285389580871
5558, C-MAX,2017,12110,Manual,6564,Diesel,20,68.9,1.5,0.2202018365305937
5559, Fiesta,2016,9910,Manual,27470,Petrol,0,65.7,1.0,0.18019819983634877
5560, Fiesta,2019,12100,Manual,3500,Petrol,145,58.9,1.0,0.22002000181834713
5561, Focus,2019,15590,Manual,5739,Petrol,145,60.1,1.0,0.2834803163923993
5562, Focus,2019,14990,Manual,11365,Petrol,145,60.1,1.0,0.27257023365760524
5563, Grand Tourneo Connect,2019,19000,Manual,4284,Diesel,145,61.4,1.5,0.345485953268479
5564, Focus,2019,17217,Manual,2492,Petrol,145,60.1,1.0,0.3130648240749159
5565, Focus,2017,10000,Manual,16330,Petrol,145,60.1,1.0,0.18183471224656786
5566, Fiesta,2017,7791,Manual,15065,Petrol,145,54.3,1.2,0.14166742431130103
5567, Fiesta,2016,12495,Manual,3338,Diesel,0,78.5,1.5,0.22720247295208656
5568, C-MAX,2015,9995,Manual,45373,Diesel,20,68.9,1.5,0.1817437948904446
5569, Fiesta,2018,14495,Manual,5415,Petrol,145,65.7,1.0,0.2635694154014001
5570, Kuga,2017,19995,Manual,17200,Diesel,145,54.3,2.0,0.36357850713701245
5571, Ka+,2018,12495,Manual,50,Petrol,145,47.9,1.2,0.22720247295208656
5572, Focus,2018,17495,Semi-Auto,36413,Diesel,145,61.4,2.0,0.3181198290753705
5573, B-MAX,2016,8495,Manual,7111,Petrol,145,47.1,1.4,0.1544685880534594
5574, Fiesta,2015,5991,Manual,61763,Petrol,125,54.3,1.2,0.10893717610691882
5575, Ka+,2019,9291,Manual,2209,Petrol,150,48.7,1.2,0.1689426311482862
5576, Grand C-MAX,2017,9691,Manual,43499,Diesel,150,64.2,1.5,0.17621601963814892
5577, Fiesta,2013,5610,Manual,49580,Petrol,30,54.3,1.2,0.10200927357032458
5578, Fiesta,2015,7430,Manual,28017,Petrol,30,54.3,1.2,0.13510319119919992
5579, Focus,2017,10250,Manual,14950,Petrol,145,61.4,1.0,0.18638058005273206
5580, Focus,2019,17990,Manual,4877,Petrol,145,60.1,1.0,0.3271206473315756
5581, C-MAX,2017,9050,Manual,30557,Petrol,160,44.1,1.6,0.1645604145831439
5582, Focus,2018,13700,Manual,10606,Petrol,145,57.7,1.0,0.24911355577779798
5583, Focus,2018,13220,Manual,13892,Diesel,145,74.3,1.5,0.24038548958996273
5584, Fiesta,2018,9340,Manual,24999,Petrol,145,64.2,1.1,0.1698336212382944
5585, C-MAX,2015,7940,Manual,41452,Petrol,160,44.1,1.6,0.14437676152377488
5586, Focus,2016,10790,Automatic,32294,Diesel,0,74.3,1.5,0.19619965451404672
5587, Fiesta,2016,8820,Manual,31927,Petrol,0,65.7,1.0,0.16037821620147286
5588, Fiesta,2016,9510,Manual,20242,Petrol,0,65.7,1.0,0.17292481134648605
5589, B-MAX,2016,8890,Semi-Auto,22903,Petrol,160,44.1,1.6,0.16165105918719883
5590, Fiesta,2017,7110,Manual,25928,Petrol,125,54.3,1.2,0.12928448040730975
5591, Ka+,2018,7300,Manual,12463,Petrol,145,57.7,1.2,0.13273933993999454
5592, Fiesta,2013,6820,Manual,25204,Petrol,0,65.7,1.0,0.12401127375215928
5593, Fiesta,2018,13371,Manual,5273,Petrol,145,60.1,1.0,0.2431311937448859
5594, Focus,2013,6940,Manual,48336,Diesel,20,67.3,1.6,0.1261932902991181
5595, C-MAX,2017,11020,Manual,7192,Diesel,20,68.9,1.5,0.2003818528957178
5596, Fiesta,2017,10050,Manual,19684,Petrol,20,62.8,1.0,0.1827438858078007
5597, Edge,2017,19710,Manual,41940,Diesel,145,47.9,2.0,0.35839621783798525
5598, C-MAX,2015,8791,Manual,32634,Diesel,30,61.4,1.6,0.15985089553595783
5599, C-MAX,2016,9720,Manual,30373,Diesel,20,68.9,1.5,0.17674334030366398
5600, C-MAX,2014,6991,Manual,51768,Petrol,30,55.4,1.0,0.1271206473315756
5601, Fiesta,2017,10447,Manual,10584,Petrol,145,62.8,1.0,0.18996272388398946
5602, Focus,2019,16410,Manual,5,Diesel,145,74.3,1.5,0.29839076279661786
5603, Focus,2019,15590,Manual,8895,Petrol,145,60.1,1.0,0.2834803163923993
5604, Fiesta,2019,13000,Manual,2554,Petrol,145,56.5,1.0,0.23638512592053823
5605, Kuga,2017,12491,Manual,32457,Diesel,145,64.2,1.5,0.22712973906718792
